query_id,candidate_id,suggested_label,suggested_confidence,suggested_score,label,confidence,notes
vue/modal-login-v35,react/modal-login-v2,duplicate,high,0.859760,,,
vue/modal-login-v35,react/modal-login-v3,duplicate,high,0.842084,,,
vue/modal-login-v35,react/modal-login-v4,duplicate,high,0.897831,,,
vue/modal-login-v35,react/modal-login-v5,duplicate,high,0.860183,,,
vue/modal-login-v35,react/modal-login-v6,duplicate,high,0.897831,,,
react/modal-login-v17,angular/modal-login-v1,duplicate,high,0.902691,,,
react/modal-login-v17,angular/modal-login-v2,duplicate,high,0.829971,,,
react/modal-login-v17,angular/modal-login-v3,duplicate,high,0.824463,,,
react/modal-login-v17,angular/modal-login-v4,duplicate,high,0.842044,,,
react/modal-login-v17,angular/modal-login-v5,duplicate,high,0.886554,,,
react/modal-login-v17,angular/modal-login-v6,duplicate,high,0.885044,,,
react/modal-login-v6,angular/modal-login-v1,duplicate,high,0.910702,,,
react/modal-login-v6,angular/modal-login-v2,near_duplicate,medium,0.809149,,,
react/modal-login-v6,angular/modal-login-v3,duplicate,high,0.827166,,,
react/modal-login-v6,angular/modal-login-v4,duplicate,high,0.824402,,,
react/modal-login-v6,angular/modal-login-v5,duplicate,high,0.868473,,,
react/modal-login-v6,angular/modal-login-v6,duplicate,high,0.906607,,,
react/modal-login-v24,angular/modal-login-v1,duplicate,high,0.912129,,,
react/modal-login-v24,angular/modal-login-v2,duplicate,high,0.827529,,,
react/modal-login-v24,angular/modal-login-v3,duplicate,high,0.842804,,,
react/modal-login-v24,angular/modal-login-v4,duplicate,high,0.873622,,,
react/modal-login-v24,angular/modal-login-v5,duplicate,high,0.895991,,,
react/modal-login-v24,angular/modal-login-v6,duplicate,high,0.894481,,,
react/modal-login-v3,angular/modal-login-v1,duplicate,high,0.844682,,,
react/modal-login-v3,angular/modal-login-v2,duplicate,high,0.868696,,,
react/modal-login-v3,angular/modal-login-v3,duplicate,high,0.820603,,,
react/modal-login-v3,angular/modal-login-v4,near_duplicate,medium,0.775798,,,
react/modal-login-v3,angular/modal-login-v5,near_duplicate,medium,0.808431,,,
react/modal-login-v3,angular/modal-login-v6,duplicate,high,0.834537,,,
vue/modal-login-v6,react/modal-login-v1,duplicate,high,0.913145,,,
vue/modal-login-v6,react/modal-login-v2,duplicate,high,0.851349,,,
vue/modal-login-v6,react/modal-login-v3,duplicate,high,0.838125,,,
vue/modal-login-v6,react/modal-login-v4,duplicate,high,0.861981,,,
vue/modal-login-v6,react/modal-login-v5,duplicate,high,0.861288,,,
vue/modal-login-v6,react/modal-login-v6,duplicate,high,0.896002,,,
vue/modal-login-v35,react/modal-login-v1,duplicate,high,0.904969,,,
vue/modal-login-v35,react/modal-login-v2,duplicate,high,0.859760,,,
vue/modal-login-v35,react/modal-login-v3,duplicate,high,0.842084,,,
vue/modal-login-v35,react/modal-login-v4,duplicate,high,0.897831,,,
vue/modal-login-v35,react/modal-login-v5,duplicate,high,0.860183,,,
vue/modal-login-v35,react/modal-login-v6,duplicate,high,0.897831,,,
vue/modal-login-v3,react/modal-login-v1,duplicate,high,0.885033,,,
vue/modal-login-v3,react/modal-login-v2,duplicate,high,0.830596,,,
vue/modal-login-v3,react/modal-login-v3,near_duplicate,medium,0.795091,,,
vue/modal-login-v3,react/modal-login-v4,duplicate,high,0.823867,,,
vue/modal-login-v3,react/modal-login-v5,duplicate,high,0.830454,,,
vue/modal-login-v3,react/modal-login-v6,duplicate,high,0.857888,,,
react/modal-login-v34,angular/modal-login-v1,duplicate,high,0.875869,,,
react/modal-login-v34,angular/modal-login-v2,near_duplicate,medium,0.807403,,,
react/modal-login-v34,angular/modal-login-v3,duplicate,high,0.830916,,,
react/modal-login-v34,angular/modal-login-v4,duplicate,high,0.901995,,,
react/modal-login-v34,angular/modal-login-v5,duplicate,high,0.884103,,,
react/modal-login-v34,angular/modal-login-v6,duplicate,high,0.853833,,,
angular/modal-login-v23,react/modal-login-v1,duplicate,high,0.872648,,,
angular/modal-login-v23,react/modal-login-v2,duplicate,high,0.825392,,,
angular/modal-login-v23,react/modal-login-v3,near_duplicate,medium,0.804803,,,
angular/modal-login-v23,react/modal-login-v4,duplicate,high,0.850179,,,
angular/modal-login-v23,react/modal-login-v5,near_duplicate,medium,0.814721,,,
angular/modal-login-v23,react/modal-login-v6,duplicate,high,0.850179,,,
react/modal-login-v17,angular/modal-login-v1,duplicate,high,0.902691,,,
react/modal-login-v17,angular/modal-login-v2,duplicate,high,0.829971,,,
react/modal-login-v17,angular/modal-login-v3,duplicate,high,0.824463,,,
react/modal-login-v17,angular/modal-login-v4,duplicate,high,0.842044,,,
react/modal-login-v17,angular/modal-login-v5,duplicate,high,0.886554,,,
react/modal-login-v17,angular/modal-login-v6,duplicate,high,0.885044,,,
angular/modal-login-v29,react/modal-login-v1,duplicate,high,0.881380,,,
angular/modal-login-v29,react/modal-login-v2,near_duplicate,medium,0.817629,,,
angular/modal-login-v29,react/modal-login-v3,near_duplicate,medium,0.801925,,,
angular/modal-login-v29,react/modal-login-v4,near_duplicate,medium,0.815577,,,
angular/modal-login-v29,react/modal-login-v5,duplicate,high,0.850609,,,
angular/modal-login-v29,react/modal-login-v6,duplicate,high,0.849598,,,
react/modal-login-v23,angular/modal-login-v1,duplicate,high,0.891734,,,
react/modal-login-v23,angular/modal-login-v2,duplicate,high,0.830485,,,
react/modal-login-v23,angular/modal-login-v3,duplicate,high,0.858886,,,
react/modal-login-v23,angular/modal-login-v4,duplicate,high,0.845248,,,
react/modal-login-v23,angular/modal-login-v5,duplicate,high,0.900194,,,
react/modal-login-v23,angular/modal-login-v6,duplicate,high,0.890176,,,
vue/modal-login-v29,react/modal-login-v1,duplicate,high,0.865279,,,
vue/modal-login-v29,react/modal-login-v2,duplicate,high,0.842974,,,
vue/modal-login-v29,react/modal-login-v3,near_duplicate,medium,0.790768,,,
vue/modal-login-v29,react/modal-login-v4,duplicate,high,0.884477,,,
vue/modal-login-v29,react/modal-login-v5,near_duplicate,medium,0.800685,,,
vue/modal-login-v29,react/modal-login-v6,duplicate,high,0.842810,,,
react/modal-login-v17,angular/modal-login-v1,duplicate,high,0.902691,,,
react/modal-login-v17,angular/modal-login-v2,duplicate,high,0.829971,,,
react/modal-login-v17,angular/modal-login-v3,duplicate,high,0.824463,,,
react/modal-login-v17,angular/modal-login-v4,duplicate,high,0.842044,,,
react/modal-login-v17,angular/modal-login-v5,duplicate,high,0.886554,,,
react/modal-login-v17,angular/modal-login-v6,duplicate,high,0.885044,,,
angular/modal-login-v31,react/modal-login-v1,duplicate,high,0.904147,,,
angular/modal-login-v31,react/modal-login-v2,duplicate,high,0.857231,,,
angular/modal-login-v31,react/modal-login-v3,duplicate,high,0.829312,,,
angular/modal-login-v31,react/modal-login-v4,duplicate,high,0.881571,,,
angular/modal-login-v31,react/modal-login-v5,duplicate,high,0.839535,,,
angular/modal-login-v31,react/modal-login-v6,duplicate,high,0.881571,,,
angular/modal-login-v32,react/modal-login-v1,duplicate,high,0.899624,,,
angular/modal-login-v32,react/modal-login-v2,duplicate,high,0.849777,,,
angular/modal-login-v32,react/modal-login-v3,duplicate,high,0.824917,,,
angular/modal-login-v32,react/modal-login-v4,duplicate,high,0.874399,,,
angular/modal-login-v32,react/modal-login-v5,duplicate,high,0.828764,,,
angular/modal-login-v32,react/modal-login-v6,duplicate,high,0.874399,,,
vue/profile-card-v30,react/profile-card-v1,duplicate,high,0.847809,,,
vue/profile-card-v30,react/profile-card-v2,near_duplicate,medium,0.748502,,,
vue/profile-card-v30,react/profile-card-v3,near_duplicate,medium,0.766059,,,
vue/profile-card-v30,react/profile-card-v4,near_duplicate,medium,0.801167,,,
vue/profile-card-v30,react/profile-card-v5,near_duplicate,medium,0.817500,,,
vue/profile-card-v30,react/profile-card-v6,near_duplicate,medium,0.819973,,,
vue/profile-card-v23,react/profile-card-v1,near_duplicate,medium,0.787536,,,
vue/profile-card-v23,react/profile-card-v2,duplicate,high,0.893527,,,
vue/profile-card-v23,react/profile-card-v3,duplicate,high,0.882964,,,
vue/profile-card-v23,react/profile-card-v4,duplicate,high,0.905000,,,
vue/profile-card-v23,react/profile-card-v5,duplicate,high,0.855333,,,
vue/profile-card-v23,react/profile-card-v6,duplicate,high,0.870176,,,
angular/profile-card-v26,react/profile-card-v1,near_duplicate,medium,0.796973,,,
angular/profile-card-v26,react/profile-card-v2,duplicate,high,0.841853,,,
angular/profile-card-v26,react/profile-card-v3,duplicate,high,0.873527,,,
angular/profile-card-v26,react/profile-card-v4,duplicate,high,0.895563,,,
angular/profile-card-v26,react/profile-card-v5,duplicate,high,0.857776,,,
angular/profile-card-v26,react/profile-card-v6,duplicate,high,0.872618,,,
angular/profile-card-v34,react/profile-card-v1,duplicate,high,0.823406,,,
angular/profile-card-v34,react/profile-card-v2,duplicate,high,0.854605,,,
angular/profile-card-v34,react/profile-card-v3,duplicate,high,0.892945,,,
angular/profile-card-v34,react/profile-card-v4,duplicate,high,0.903853,,,
angular/profile-card-v34,react/profile-card-v5,duplicate,high,0.870527,,,
angular/profile-card-v34,react/profile-card-v6,duplicate,high,0.863968,,,
vue/profile-card-v19,react/profile-card-v1,near_duplicate,medium,0.774097,,,
vue/profile-card-v19,react/profile-card-v2,duplicate,high,0.893145,,,
vue/profile-card-v19,react/profile-card-v3,duplicate,high,0.910702,,,
vue/profile-card-v19,react/profile-card-v4,duplicate,high,0.888667,,,
vue/profile-card-v19,react/profile-card-v5,near_duplicate,medium,0.806190,,,
vue/profile-card-v19,react/profile-card-v6,near_duplicate,medium,0.817997,,,
angular/profile-card-v31,react/profile-card-v1,near_duplicate,medium,0.769196,,,
angular/profile-card-v31,react/profile-card-v2,duplicate,high,0.869631,,,
angular/profile-card-v31,react/profile-card-v3,duplicate,high,0.873527,,,
angular/profile-card-v31,react/profile-card-v4,duplicate,high,0.895563,,,
angular/profile-card-v31,react/profile-card-v5,duplicate,high,0.857776,,,
angular/profile-card-v31,react/profile-card-v6,duplicate,high,0.872618,,,
vue/profile-card-v17,react/profile-card-v1,near_duplicate,medium,0.751624,,,
vue/profile-card-v17,react/profile-card-v2,duplicate,high,0.875618,,,
vue/profile-card-v17,react/profile-card-v3,duplicate,high,0.893175,,,
vue/profile-card-v17,react/profile-card-v4,duplicate,high,0.890176,,,
vue/profile-card-v17,react/profile-card-v5,duplicate,high,0.845806,,,
vue/profile-card-v17,react/profile-card-v6,duplicate,high,0.843333,,,
react/profile-card-v20,angular/profile-card-v1,near_duplicate,medium,0.735833,,,
react/profile-card-v20,angular/profile-card-v2,duplicate,high,0.890176,,,
react/profile-card-v20,angular/profile-card-v3,near_duplicate,medium,0.776468,,,
react/profile-card-v20,angular/profile-card-v4,duplicate,high,0.892618,,,
react/profile-card-v20,angular/profile-card-v5,duplicate,high,0.879124,,,
react/profile-card-v20,angular/profile-card-v6,near_duplicate,medium,0.757866,,,
react/profile-card-v34,angular/profile-card-v1,near_duplicate,medium,0.774785,,,
react/profile-card-v34,angular/profile-card-v2,duplicate,high,0.873527,,,
react/profile-card-v34,angular/profile-card-v3,near_duplicate,medium,0.725173,,,
react/profile-card-v34,angular/profile-card-v4,duplicate,high,0.855187,,,
react/profile-card-v34,angular/profile-card-v5,duplicate,high,0.859695,,,
react/profile-card-v34,angular/profile-card-v6,near_duplicate,medium,0.750920,,,
react/profile-card-v36,angular/profile-card-v1,near_duplicate,medium,0.803202,,,
react/profile-card-v36,angular/profile-card-v2,duplicate,high,0.904473,,,
react/profile-card-v36,angular/profile-card-v3,near_duplicate,medium,0.778886,,,
react/profile-card-v36,angular/profile-card-v4,duplicate,high,0.895036,,,
react/profile-card-v36,angular/profile-card-v5,duplicate,high,0.875563,,,
react/profile-card-v36,angular/profile-card-v6,near_duplicate,medium,0.819973,,,
vue/profile-card-v29,react/profile-card-v1,near_duplicate,medium,0.744386,,,
vue/profile-card-v29,react/profile-card-v2,duplicate,high,0.820079,,,
vue/profile-card-v29,react/profile-card-v3,duplicate,high,0.858420,,,
vue/profile-card-v29,react/profile-card-v4,duplicate,high,0.893527,,,
vue/profile-card-v29,react/profile-card-v5,duplicate,high,0.859124,,,
vue/profile-card-v29,react/profile-card-v6,duplicate,high,0.861597,,,
angular/profile-card-v36,react/profile-card-v1,duplicate,high,0.857222,,,
angular/profile-card-v36,react/profile-card-v2,near_duplicate,medium,0.724386,,,
angular/profile-card-v36,react/profile-card-v3,near_duplicate,medium,0.762727,,,
angular/profile-card-v36,react/profile-card-v4,near_duplicate,medium,0.807536,,,
angular/profile-card-v36,react/profile-card-v5,near_duplicate,medium,0.754097,,,
angular/profile-card-v36,react/profile-card-v6,near_duplicate,medium,0.751624,,,
angular/profile-card-v9,react/profile-card-v1,near_duplicate,medium,0.769196,,,
angular/profile-card-v9,react/profile-card-v2,duplicate,high,0.869631,,,
angular/profile-card-v9,react/profile-card-v3,duplicate,high,0.873527,,,
angular/profile-card-v9,react/profile-card-v4,duplicate,high,0.895563,,,
angular/profile-card-v9,react/profile-card-v5,duplicate,high,0.857776,,,
angular/profile-card-v9,react/profile-card-v6,duplicate,high,0.872618,,,
react/profile-card-v16,angular/profile-card-v1,near_duplicate,medium,0.785118,,,
react/profile-card-v16,angular/profile-card-v2,duplicate,high,0.915563,,,
react/profile-card-v16,angular/profile-card-v3,near_duplicate,medium,0.798012,,,
react/profile-card-v16,angular/profile-card-v4,duplicate,high,0.897222,,,
react/profile-card-v16,angular/profile-card-v5,duplicate,high,0.876696,,,
react/profile-card-v16,angular/profile-card-v6,near_duplicate,medium,0.806027,,,
react/profile-card-v21,angular/profile-card-v1,near_duplicate,medium,0.805645,,,
react/profile-card-v21,angular/profile-card-v2,duplicate,high,0.895036,,,
react/profile-card-v21,angular/profile-card-v3,near_duplicate,medium,0.760545,,,
react/profile-card-v21,angular/profile-card-v4,duplicate,high,0.876696,,,
react/profile-card-v21,angular/profile-card-v5,duplicate,high,0.885000,,,
react/profile-card-v21,angular/profile-card-v6,near_duplicate,medium,0.810536,,,
vue/profile-card-v29,react/profile-card-v1,near_duplicate,medium,0.744386,,,
vue/profile-card-v29,react/profile-card-v2,duplicate,high,0.820079,,,
vue/profile-card-v29,react/profile-card-v3,duplicate,high,0.858420,,,
vue/profile-card-v29,react/profile-card-v4,duplicate,high,0.893527,,,
vue/profile-card-v29,react/profile-card-v5,duplicate,high,0.859124,,,
vue/profile-card-v29,react/profile-card-v6,duplicate,high,0.861597,,,
vue/profile-card-v16,react/profile-card-v1,near_duplicate,medium,0.744386,,,
vue/profile-card-v16,react/profile-card-v2,duplicate,high,0.820079,,,
vue/profile-card-v16,react/profile-card-v3,duplicate,high,0.858420,,,
vue/profile-card-v16,react/profile-card-v4,duplicate,high,0.893527,,,
vue/profile-card-v16,react/profile-card-v5,duplicate,high,0.859124,,,
vue/profile-card-v16,react/profile-card-v6,duplicate,high,0.861597,,,
react/profile-card-v1,angular/profile-card-v1,near_duplicate,medium,0.819124,,,
react/profile-card-v1,angular/profile-card-v2,near_duplicate,medium,0.807536,,,
react/profile-card-v1,angular/profile-card-v3,duplicate,high,0.875823,,,
react/profile-card-v1,angular/profile-card-v4,near_duplicate,medium,0.816973,,,
react/profile-card-v1,angular/profile-card-v5,near_duplicate,medium,0.769722,,,
react/profile-card-v1,angular/profile-card-v6,duplicate,high,0.850227,,,
angular/profile-card-v20,react/profile-card-v1,near_duplicate,medium,0.760545,,,
angular/profile-card-v20,react/profile-card-v2,duplicate,high,0.854605,,,
angular/profile-card-v20,react/profile-card-v3,duplicate,high,0.892945,,,
angular/profile-card-v20,react/profile-card-v4,duplicate,high,0.903853,,,
angular/profile-card-v20,react/profile-card-v5,duplicate,high,0.836507,,,
angular/profile-card-v20,react/profile-card-v6,duplicate,high,0.865030,,,
angular/profile-card-v12,react/profile-card-v1,near_duplicate,medium,0.807536,,,
angular/profile-card-v12,react/profile-card-v2,duplicate,high,0.873527,,,
angular/profile-card-v12,react/profile-card-v3,duplicate,high,0.902964,,,
angular/profile-card-v12,react/profile-card-v4,duplicate,high,0.925000,,,
angular/profile-card-v12,react/profile-card-v5,duplicate,high,0.868667,,,
angular/profile-card-v12,react/profile-card-v6,duplicate,high,0.890176,,,
angular/profile-card-v14,react/profile-card-v1,duplicate,high,0.857222,,,
angular/profile-card-v14,react/profile-card-v2,near_duplicate,medium,0.772195,,,
angular/profile-card-v14,react/profile-card-v3,near_duplicate,medium,0.810536,,,
angular/profile-card-v14,react/profile-card-v4,near_duplicate,medium,0.807536,,,
angular/profile-card-v14,react/profile-card-v5,near_duplicate,medium,0.754097,,,
angular/profile-card-v14,react/profile-card-v6,near_duplicate,medium,0.751624,,,
angular/profile-card-v1,react/profile-card-v1,near_duplicate,medium,0.819124,,,
angular/profile-card-v1,react/profile-card-v2,near_duplicate,medium,0.774785,,,
angular/profile-card-v1,react/profile-card-v3,near_duplicate,medium,0.785675,,,
angular/profile-card-v1,react/profile-card-v4,near_duplicate,medium,0.782676,,,
angular/profile-card-v1,react/profile-card-v5,near_duplicate,medium,0.778306,,,
angular/profile-card-v1,react/profile-card-v6,near_duplicate,medium,0.735833,,,
angular/profile-card-v21,react/profile-card-v1,near_duplicate,medium,0.789196,,,
angular/profile-card-v21,react/profile-card-v2,duplicate,high,0.855187,,,
angular/profile-card-v21,react/profile-card-v3,duplicate,high,0.893527,,,
angular/profile-card-v21,react/profile-card-v4,duplicate,high,0.915563,,,
angular/profile-card-v21,react/profile-card-v5,duplicate,high,0.837089,,,
angular/profile-card-v21,react/profile-card-v6,duplicate,high,0.858597,,,
angular/profile-card-v31,react/profile-card-v1,near_duplicate,medium,0.769196,,,
angular/profile-card-v31,react/profile-card-v2,duplicate,high,0.869631,,,
angular/profile-card-v31,react/profile-card-v3,duplicate,high,0.873527,,,
angular/profile-card-v31,react/profile-card-v4,duplicate,high,0.895563,,,
angular/profile-card-v31,react/profile-card-v5,duplicate,high,0.857776,,,
angular/profile-card-v31,react/profile-card-v6,duplicate,high,0.872618,,,
vue/profile-card-v5,react/profile-card-v1,duplicate,high,0.878036,,,
vue/profile-card-v5,react/profile-card-v2,near_duplicate,medium,0.794729,,,
vue/profile-card-v5,react/profile-card-v3,near_duplicate,medium,0.817500,,,
vue/profile-card-v5,react/profile-card-v4,near_duplicate,medium,0.795464,,,
vue/profile-card-v5,react/profile-card-v5,near_duplicate,medium,0.732726,,,
vue/profile-card-v5,react/profile-card-v6,near_duplicate,medium,0.737866,,,
react/profile-card-v5,angular/profile-card-v1,near_duplicate,medium,0.778306,,,
react/profile-card-v5,angular/profile-card-v2,duplicate,high,0.868667,,,
react/profile-card-v5,angular/profile-card-v3,near_duplicate,medium,0.783027,,,
react/profile-card-v5,angular/profile-card-v4,duplicate,high,0.871109,,,
react/profile-card-v5,angular/profile-card-v5,duplicate,high,0.827809,,,
react/profile-card-v5,angular/profile-card-v6,near_duplicate,medium,0.803202,,,
react/profile-card-v21,angular/profile-card-v1,near_duplicate,medium,0.805645,,,
react/profile-card-v21,angular/profile-card-v2,duplicate,high,0.895036,,,
react/profile-card-v21,angular/profile-card-v3,near_duplicate,medium,0.760545,,,
react/profile-card-v21,angular/profile-card-v4,duplicate,high,0.876696,,,
react/profile-card-v21,angular/profile-card-v5,duplicate,high,0.885000,,,
react/profile-card-v21,angular/profile-card-v6,near_duplicate,medium,0.810536,,,
angular/profile-card-v10,react/profile-card-v1,duplicate,high,0.875563,,,
angular/profile-card-v10,react/profile-card-v2,near_duplicate,medium,0.742727,,,
angular/profile-card-v10,react/profile-card-v3,near_duplicate,medium,0.772164,,,
angular/profile-card-v10,react/profile-card-v4,near_duplicate,medium,0.816973,,,
angular/profile-card-v10,react/profile-card-v5,near_duplicate,medium,0.785675,,,
angular/profile-card-v10,react/profile-card-v6,near_duplicate,medium,0.783202,,,
angular/profile-card-v31,react/profile-card-v1,near_duplicate,medium,0.769196,,,
angular/profile-card-v31,react/profile-card-v2,duplicate,high,0.869631,,,
angular/profile-card-v31,react/profile-card-v3,duplicate,high,0.873527,,,
angular/profile-card-v31,react/profile-card-v4,duplicate,high,0.895563,,,
angular/profile-card-v31,react/profile-card-v5,duplicate,high,0.857776,,,
angular/profile-card-v31,react/profile-card-v6,duplicate,high,0.872618,,,
react/profile-card-v12,angular/profile-card-v1,near_duplicate,medium,0.756468,,,
react/profile-card-v12,angular/profile-card-v2,duplicate,high,0.903853,,,
react/profile-card-v12,angular/profile-card-v3,near_duplicate,medium,0.778953,,,
react/profile-card-v12,angular/profile-card-v4,duplicate,high,0.885512,,,
react/profile-card-v12,angular/profile-card-v5,duplicate,high,0.910906,,,
react/profile-card-v12,angular/profile-card-v6,near_duplicate,medium,0.763514,,,
vue/profile-card-v3,react/profile-card-v1,duplicate,high,0.847809,,,
vue/profile-card-v3,react/profile-card-v2,near_duplicate,medium,0.748502,,,
vue/profile-card-v3,react/profile-card-v3,near_duplicate,medium,0.766059,,,
vue/profile-card-v3,react/profile-card-v4,near_duplicate,medium,0.801167,,,
vue/profile-card-v3,react/profile-card-v5,near_duplicate,medium,0.817500,,,
vue/profile-card-v3,react/profile-card-v6,near_duplicate,medium,0.819973,,,
react/profile-card-v29,angular/profile-card-v1,near_duplicate,medium,0.769342,,,
react/profile-card-v29,angular/profile-card-v2,duplicate,high,0.905000,,,
react/profile-card-v29,angular/profile-card-v3,near_duplicate,medium,0.796353,,,
react/profile-card-v29,angular/profile-card-v4,duplicate,high,0.895563,,,
react/profile-card-v29,angular/profile-card-v5,duplicate,high,0.875036,,,
react/profile-card-v29,angular/profile-card-v6,near_duplicate,medium,0.795464,,,
react/profile-card-v1,angular/profile-card-v1,near_duplicate,medium,0.819124,,,
react/profile-card-v1,angular/profile-card-v2,near_duplicate,medium,0.807536,,,
react/profile-card-v1,angular/profile-card-v3,duplicate,high,0.875823,,,
react/profile-card-v1,angular/profile-card-v4,near_duplicate,medium,0.816973,,,
react/profile-card-v1,angular/profile-card-v5,near_duplicate,medium,0.769722,,,
react/profile-card-v1,angular/profile-card-v6,duplicate,high,0.850227,,,
react/profile-card-v14,angular/profile-card-v1,near_duplicate,medium,0.710497,,,
react/profile-card-v14,angular/profile-card-v2,duplicate,high,0.888667,,,
react/profile-card-v14,angular/profile-card-v3,near_duplicate,medium,0.803027,,,
react/profile-card-v14,angular/profile-card-v4,duplicate,high,0.891109,,,
react/profile-card-v14,angular/profile-card-v5,near_duplicate,medium,0.813788,,,
react/profile-card-v14,angular/profile-card-v6,near_duplicate,medium,0.766059,,,
react/profile-card-v15,angular/profile-card-v1,near_duplicate,medium,0.731624,,,
react/profile-card-v15,angular/profile-card-v2,duplicate,high,0.895036,,,
react/profile-card-v15,angular/profile-card-v3,duplicate,high,0.823406,,,
react/profile-card-v15,angular/profile-card-v4,duplicate,high,0.904473,,,
react/profile-card-v15,angular/profile-card-v5,near_duplicate,medium,0.817222,,,
react/profile-card-v15,angular/profile-card-v6,near_duplicate,medium,0.810536,,,
vue/profile-card-v2,react/profile-card-v1,duplicate,high,0.875036,,,
vue/profile-card-v2,react/profile-card-v2,near_duplicate,medium,0.772694,,,
vue/profile-card-v2,react/profile-card-v3,near_duplicate,medium,0.795464,,,
vue/profile-card-v2,react/profile-card-v4,near_duplicate,medium,0.817500,,,
vue/profile-card-v2,react/profile-card-v5,near_duplicate,medium,0.767833,,,
vue/profile-card-v2,react/profile-card-v6,near_duplicate,medium,0.782676,,,
vue/profile-card-v1,react/profile-card-v1,near_duplicate,medium,0.807536,,,
vue/profile-card-v1,react/profile-card-v2,duplicate,high,0.873527,,,
vue/profile-card-v1,react/profile-card-v3,duplicate,high,0.902964,,,
vue/profile-card-v1,react/profile-card-v4,duplicate,high,0.925000,,,
vue/profile-card-v1,react/profile-card-v5,duplicate,high,0.868667,,,
vue/profile-card-v1,react/profile-card-v6,duplicate,high,0.890176,,,
vue/profile-card-v28,react/profile-card-v1,near_duplicate,medium,0.768063,,,
vue/profile-card-v28,react/profile-card-v2,duplicate,high,0.898036,,,
vue/profile-card-v28,react/profile-card-v3,duplicate,high,0.887473,,,
vue/profile-card-v28,react/profile-card-v4,duplicate,high,0.884473,,,
vue/profile-card-v28,react/profile-card-v5,duplicate,high,0.859842,,,
vue/profile-card-v28,react/profile-card-v6,duplicate,high,0.850702,,,
react/profile-card-v4,angular/profile-card-v1,near_duplicate,medium,0.782676,,,
react/profile-card-v4,angular/profile-card-v2,duplicate,high,0.925000,,,
react/profile-card-v4,angular/profile-card-v3,near_duplicate,medium,0.816353,,,
react/profile-card-v4,angular/profile-card-v4,duplicate,high,0.915563,,,
react/profile-card-v4,angular/profile-card-v5,duplicate,high,0.895036,,,
react/profile-card-v4,angular/profile-card-v6,near_duplicate,medium,0.815464,,,
angular/profile-card-v13,react/profile-card-v1,near_duplicate,medium,0.762727,,,
angular/profile-card-v13,react/profile-card-v2,duplicate,high,0.838420,,,
angular/profile-card-v13,react/profile-card-v3,duplicate,high,0.867857,,,
angular/profile-card-v13,react/profile-card-v4,duplicate,high,0.902964,,,
angular/profile-card-v13,react/profile-card-v5,duplicate,high,0.890702,,,
angular/profile-card-v13,react/profile-card-v6,duplicate,high,0.893175,,,
vue/profile-card-v31,react/profile-card-v1,near_duplicate,medium,0.765645,,,
vue/profile-card-v31,react/profile-card-v2,duplicate,high,0.895618,,,
vue/profile-card-v31,react/profile-card-v3,duplicate,high,0.873175,,,
vue/profile-card-v31,react/profile-card-v4,duplicate,high,0.870176,,,
vue/profile-card-v31,react/profile-card-v5,duplicate,high,0.874140,,,
vue/profile-card-v31,react/profile-card-v6,duplicate,high,0.865000,,,
angular/profile-card-v33,react/profile-card-v1,near_duplicate,medium,0.748063,,,
angular/profile-card-v33,react/profile-card-v2,duplicate,high,0.830227,,,
angular/profile-card-v33,react/profile-card-v3,duplicate,high,0.859664,,,
angular/profile-card-v33,react/profile-card-v4,duplicate,high,0.904473,,,
angular/profile-card-v33,react/profile-card-v5,duplicate,high,0.873175,,,
angular/profile-card-v33,react/profile-card-v6,duplicate,high,0.910702,,,
react/profile-card-v32,angular/profile-card-v1,near_duplicate,medium,0.777500,,,
react/profile-card-v32,angular/profile-card-v2,duplicate,high,0.890176,,,
react/profile-card-v32,angular/profile-card-v3,near_duplicate,medium,0.777530,,,
react/profile-card-v32,angular/profile-card-v4,duplicate,high,0.858597,,,
react/profile-card-v32,angular/profile-card-v5,duplicate,high,0.873145,,,
react/profile-card-v32,angular/profile-card-v6,near_duplicate,medium,0.805675,,,
vue/profile-card-v24,react/profile-card-v1,near_duplicate,medium,0.762727,,,
vue/profile-card-v24,react/profile-card-v2,duplicate,high,0.838420,,,
vue/profile-card-v24,react/profile-card-v3,duplicate,high,0.867857,,,
vue/profile-card-v24,react/profile-card-v4,duplicate,high,0.902964,,,
vue/profile-card-v24,react/profile-card-v5,duplicate,high,0.890702,,,
vue/profile-card-v24,react/profile-card-v6,duplicate,high,0.893175,,,
angular/profile-card-v25,react/profile-card-v1,near_duplicate,medium,0.758886,,,
angular/profile-card-v25,react/profile-card-v2,duplicate,high,0.892945,,,
angular/profile-card-v25,react/profile-card-v3,duplicate,high,0.882383,,,
angular/profile-card-v25,react/profile-card-v4,duplicate,high,0.893290,,,
angular/profile-card-v25,react/profile-card-v5,duplicate,high,0.854751,,,
angular/profile-card-v25,react/profile-card-v6,duplicate,high,0.876608,,,
react/profile-card-v35,angular/profile-card-v1,near_duplicate,medium,0.768323,,,
react/profile-card-v35,angular/profile-card-v2,duplicate,high,0.898992,,,
react/profile-card-v35,angular/profile-card-v3,near_duplicate,medium,0.791624,,,
react/profile-card-v35,angular/profile-card-v4,duplicate,high,0.867414,,,
react/profile-card-v35,angular/profile-card-v5,duplicate,high,0.863968,,,
react/profile-card-v35,angular/profile-card-v6,near_duplicate,medium,0.800585,,,
